sample_id,journal_name,is_empirical,has_ppc,ppc_type,ppc_name,ppc_description,ppc_length,ppc_time,ppc_ref,ppc_review,cope,field,jif
random,JOURNAL OF PERSONNEL PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Applied,1.625
random,JOURNAL OF PSYCHOLOGY AND THEOLOGY,TRUE,YES,A,Letters,Responses to current or past journal articles.,NOT STATED,NOT STATED,NOT STATED,NOT STATED,TRUE,Multidisciplinary,0.8
random,JOURNAL OF PSYCHOLOGY AND THEOLOGY,TRUE,YES,B,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,0.8
random,JOURNAL OF PSYCHOLOGY AND THEOLOGY,TRUE,YES,C,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,0.8
random,JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,3.207
random,JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,3.207
random,JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,3.207
random,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Clinical,1.844
random,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Clinical,1.844
random,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Clinical,1.844
random,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Sport,2.597
random,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Sport,2.597
random,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Sport,2.597
random,JOURNAL OF SPORT PSYCHOLOGY IN ACTION,FALSE,NA,A,NA,NA,NA,NA,NA,NA,TRUE,Applied,NA
random,JOURNAL OF SPORT PSYCHOLOGY IN ACTION,FALSE,NA,B,NA,NA,NA,NA,NA,NA,TRUE,Applied,NA
random,JOURNAL OF SPORT PSYCHOLOGY IN ACTION,FALSE,NA,C,NA,NA,NA,NA,NA,NA,TRUE,Applied,NA
random,JOURNAL OF TRUST RESEARCH,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Social,NA
random,JOURNAL OF TRUST RESEARCH,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Social,NA
random,JOURNAL OF TRUST RESEARCH,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Social,NA
random,MEMORY & COGNITION,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.482
random,MEMORY & COGNITION,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.482
random,MEMORY & COGNITION,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.482
random,NEUROPSYCHOLOGICAL TRENDS,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,General,NA
random,NEUROPSYCHOLOGICAL TRENDS,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,General,NA
random,NEUROPSYCHOLOGICAL TRENDS,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,General,NA
random,NEW IDEAS IN PSYCHOLOGY,TRUE,YES,A,Commentary,brief peer commentaries or rebuttals (no other description),1000,NOT STATED,NOT STATED,NOT STATED,TRUE,Multidisciplinary,2.927
random,NEW IDEAS IN PSYCHOLOGY,TRUE,YES,B,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,2.927
random,NEW IDEAS IN PSYCHOLOGY,TRUE,YES,C,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,2.927
random,NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Mathematical,1.068
random,NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Mathematical,1.068
random,NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Mathematical,1.068
random,NORDIC PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,1.208
random,NORDIC PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,1.208
random,NORDIC PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,1.208
random,OCCUPATIONAL HEALTH SCIENCE,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Applied,NA
random,OCCUPATIONAL HEALTH SCIENCE,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Applied,NA
random,OCCUPATIONAL HEALTH SCIENCE,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Applied,NA
random,ORGANIZATIONAL DYNAMICS,FALSE,NA,A,NA,NA,NA,NA,NA,NA,TRUE,Applied,1.133
random,ORGANIZATIONAL DYNAMICS,FALSE,NA,B,NA,NA,NA,NA,NA,NA,TRUE,Applied,1.133
random,ORGANIZATIONAL DYNAMICS,FALSE,NA,C,NA,NA,NA,NA,NA,NA,TRUE,Applied,1.133
random,PERCEPTUAL AND MOTOR SKILLS,TRUE,ARCHIVE,A,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.212
random,PERCEPTUAL AND MOTOR SKILLS,TRUE,ARCHIVE,B,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.212
random,PERCEPTUAL AND MOTOR SKILLS,TRUE,ARCHIVE,C,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.212
random,PERSONNEL REVIEW,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Applied,3.228
random,PERSONNEL REVIEW,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Applied,3.228
random,PERSONNEL REVIEW,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Applied,3.228
random,POLITICAL PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Social,4.804
random,POLITICAL PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Social,4.804
random,POLITICAL PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Social,4.804
random,PSIHOLOGIJA,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,1.234
random,PSIHOLOGIJA,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,1.234
random,PSIHOLOGIJA,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,1.234
random,PSYCH JOURNAL,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,1.559
random,PSYCH JOURNAL,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,1.559
random,PSYCH JOURNAL,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,1.559
random,PSYCHOLOGICAL INJURY & LAW,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Clinical,NA
random,PSYCHOLOGICAL INJURY & LAW,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Clinical,NA
random,PSYCHOLOGICAL INJURY & LAW,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Clinical,NA
random,PSYCHOLOGICAL STUDIES,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,NA
random,PSYCHOLOGICAL STUDIES,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,NA
random,PSYCHOLOGICAL STUDIES,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,NA
random,PSYCHOLOGY & SEXUALITY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,2.344
random,PSYCHOLOGY & SEXUALITY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,2.344
random,PSYCHOLOGY & SEXUALITY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,2.344
random,RESEARCH IN HUMAN DEVELOPMENT,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Developmental,4.154
random,RESEARCH IN HUMAN DEVELOPMENT,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Developmental,4.154
random,RESEARCH IN HUMAN DEVELOPMENT,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Developmental,4.154
random,RESIDENTIAL TREATMENT FOR CHILDREN & YOUTH,TRUE,YES,A,Letters,"Commentaries, letters to the editors, book reviews, or position papers will be considered and are not subject to peer-review.",NOT STATED,NOT STATED,NOT STATED,NO,TRUE,Clinical,NA
random,RESIDENTIAL TREATMENT FOR CHILDREN & YOUTH,TRUE,YES,B,NA,NA,NA,NA,NA,NA,TRUE,Clinical,NA
random,RESIDENTIAL TREATMENT FOR CHILDREN & YOUTH,TRUE,YES,C,NA,NA,NA,NA,NA,NA,TRUE,Clinical,NA
random,REVISTA IBEROAMERICANA DE PSICOLOGIA DEL EJERCICIO Y EL DEPORTE,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Applied,NA
random,REVISTA IBEROAMERICANA DE PSICOLOGIA DEL EJERCICIO Y EL DEPORTE,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Applied,NA
random,REVISTA IBEROAMERICANA DE PSICOLOGIA DEL EJERCICIO Y EL DEPORTE,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Applied,NA
random,SCHIZOPHRENIA RESEARCH-COGNITION,TRUE,YES,A,Letters,"The journal publishes original articles, concise research
reports, brief reports, letters to the editor, and review papers.",NOT STATED,NOT STATED,NOT STATED,NOT STATED,FALSE,Experimental,NA
random,SCHIZOPHRENIA RESEARCH-COGNITION,TRUE,YES,B,NA,NA,NA,NA,NA,NA,FALSE,Experimental,NA
random,SCHIZOPHRENIA RESEARCH-COGNITION,TRUE,YES,C,NA,NA,NA,NA,NA,NA,FALSE,Experimental,NA
random,SCHOOL PSYCHOLOGY INTERNATIONAL,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Educational,2.056
random,SCHOOL PSYCHOLOGY INTERNATIONAL,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Educational,2.056
random,SCHOOL PSYCHOLOGY INTERNATIONAL,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Educational,2.056
random,SOCIAL PSYCHOLOGY QUARTERLY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Social,2.163
random,SOCIAL PSYCHOLOGY QUARTERLY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Social,2.163
random,SOCIAL PSYCHOLOGY QUARTERLY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Social,2.163
random,SPATIAL COGNITION AND COMPUTATION,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Experimental,1.533
random,SPATIAL COGNITION AND COMPUTATION,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Experimental,1.533
random,SPATIAL COGNITION AND COMPUTATION,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Experimental,1.533
random,STUDIES IN EDUCATIONAL EVALUATION,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Educational,2.704
random,STUDIES IN EDUCATIONAL EVALUATION,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Educational,2.704
random,STUDIES IN EDUCATIONAL EVALUATION,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Educational,2.704
random,STUDIES IN PSYCHOLOGY,TRUE,YES,A,Commentary,"""Text review. They may discuss, criticize or complement articles related to the subject of the monographic issue, both for current texts or classic texts that have not been translated into Spanish or English. Maximum length: 1100 words. No more than 5 references, and 1 Figure or Table, may be included.""",1100,NOT STATED,5,NOT STATED,FALSE,Multidisciplinary,NA
random,STUDIES IN PSYCHOLOGY,TRUE,YES,B,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,NA
random,STUDIES IN PSYCHOLOGY,TRUE,YES,C,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,NA
random,SUICIDOLOGY ONLINE-SOL,TRUE,YES,A,Letters,[none provided],NOT STATED,NOT STATED,NOT STATED,NOT STATED,FALSE,Multidisciplinary,NA
random,SUICIDOLOGY ONLINE-SOL,TRUE,YES,B,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,NA
random,SUICIDOLOGY ONLINE-SOL,TRUE,YES,C,NA,NA,NA,NA,NA,NA,FALSE,Multidisciplinary,NA
random,TRAINING AND EDUCATION IN PROFESSIONAL PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Educational,2.263
random,TRAINING AND EDUCATION IN PROFESSIONAL PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Educational,2.263
random,TRAINING AND EDUCATION IN PROFESSIONAL PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Educational,2.263
random,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Applied,4.349
random,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Applied,4.349
random,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Applied,4.349
random,VISUAL COGNITION,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.546
random,VISUAL COGNITION,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.546
random,VISUAL COGNITION,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Experimental,2.546
random,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Applied,1.258
random,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Applied,1.258
random,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Applied,1.258
random,ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,FALSE,Educational,1
random,ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,FALSE,Educational,1
random,ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,FALSE,Educational,1
prominent,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,FALSE,NA,A,NA,NA,NA,NA,NA,NA,FALSE,Experimental,7.263
prominent,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,FALSE,NA,B,NA,NA,NA,NA,NA,NA,FALSE,Experimental,7.263
prominent,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,FALSE,NA,C,NA,NA,NA,NA,NA,NA,FALSE,Experimental,7.263
prominent,ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,TRUE,YES,A,Commentary,"Commentary topics must have prior approval from the editors. Original authors who help evaluate the protocol for an RRR are given the opportunity to write a Commentary on the finished report (typically on the basis of the results-blind, provisionally accepted manuscript). On occasion, the editors may solicit Commentaries on General Articles or Empirical Articles. Authors who have an idea for a Commentary on an article published in AMPPS should contact a member of the editorial team before submitting a manuscript.

The suggested length for Commentaries is 750 to 1,000 words. Longer commentaries will be permitted only with prior approval of the Editor.
Commentaries should not present new empirical research.",1000,NOT STATED,NOT STATED,NOT STATED,TRUE,General,15.817
prominent,ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,TRUE,YES,B,NA,NA,NA,NA,NA,NA,TRUE,General,15.817
prominent,ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,TRUE,YES,C,NA,NA,NA,NA,NA,NA,TRUE,General,15.817
prominent,AMERICAN PSYCHOLOGIST,TRUE,YES,A,Commentary,Comments on articles recently published in American Psychologist will be considered and are subject to peer review. Comments should provide new and important information on the same topic as the original paper. The goal of the comment should be clearly stated in the first paragraph. Comments may present data or other evidence in support of their intended point(s).,1000,13.05,10,YES,TRUE,Multidisciplinary,16.358
prominent,AMERICAN PSYCHOLOGIST,TRUE,YES,B,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,16.358
prominent,AMERICAN PSYCHOLOGIST,TRUE,YES,C,NA,NA,NA,NA,NA,NA,TRUE,Multidisciplinary,16.358
prominent,ANNUAL REVIEW OF CLINICAL PSYCHOLOGY,FALSE,NA,A,NA,NA,NA,NA,NA,NA,TRUE,General,22.098
prominent,ANNUAL REVIEW OF CLINICAL PSYCHOLOGY,FALSE,NA,B,NA,NA,NA,NA,NA,NA,TRUE,General,22.098
prominent,ANNUAL REVIEW OF CLINICAL PSYCHOLOGY,FALSE,NA,C,NA,NA,NA,NA,NA,NA,TRUE,General,22.098
both,ANNUAL REVIEW OF ORGANIZATIONAL PSYCHOLOGY AND ORGANIZATIONAL BEHAVIOR,FALSE,NA,A,NA,NA,NA,NA,NA,NA,TRUE,Applied,12.553
both,ANNUAL REVIEW OF ORGANIZATIONAL PSYCHOLOGY AND ORGANIZATIONAL BEHAVIOR,FALSE,NA,B,NA,NA,NA,NA,NA,NA,TRUE,Applied,12.553
both,ANNUAL REVIEW OF ORGANIZATIONAL PSYCHOLOGY AND ORGANIZATIONAL BEHAVIOR,FALSE,NA,C,NA,NA,NA,NA,NA,NA,TRUE,Applied,12.553
prominent,ANNUAL REVIEW OF PSYCHOLOGY,FALSE,NA,A,NA,NA,NA,NA,NA,NA,TRUE,General,27.782
prominent,ANNUAL REVIEW OF PSYCHOLOGY,FALSE,NA,B,NA,NA,NA,NA,NA,NA,TRUE,General,27.782
prominent,ANNUAL REVIEW OF PSYCHOLOGY,FALSE,NA,C,NA,NA,NA,NA,NA,NA,TRUE,General,27.782
prominent,APPLIED DEVELOPMENTAL SCIENCE,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Developmental,5.5
prominent,APPLIED DEVELOPMENTAL SCIENCE,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Developmental,5.5
prominent,APPLIED DEVELOPMENTAL SCIENCE,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Developmental,5.5
prominent,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Applied,5.414
prominent,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Applied,5.414
prominent,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Applied,5.414
prominent,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,TRUE,YES,A,Letters,"Usually by invitation but authors may submit Letters for the Editors’ consideration...Aprox 1,000 words...Abstract/Structure: No",1000,NOT STATED,NOT STATED,NOT STATED,FALSE,Applied,7.521
prominent,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,TRUE,YES,B,NA,NA,NA,NA,NA,NA,FALSE,Applied,7.521
prominent,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,TRUE,YES,C,NA,NA,NA,NA,NA,NA,FALSE,Applied,7.521
prominent,AUTISM,TRUE,YES,A,Letters,"Letters to the Editors. Readers' letters should address issues raised by articles published in our journal, or issues in the field of autism research more generally. The issues should be contextualised within the literature to permit readers to draw general conclusions. Letters might cover: discussions of existing debates in the literature, articulations of new or controversial ideas, comments on work published in our journal, theoretical perspectives, methodological or conceptual critiques, The decision to publish is made by the Editors, in order to ensure a timely appearance in print. Letters should be no more than 1000 words, with no tables and a maximum of 5 references.",1000,NOT STATED,5,NO,TRUE,Developmental,6.684
prominent,AUTISM,TRUE,YES,B,NA,NA,NA,NA,NA,NA,TRUE,Developmental,6.684
prominent,AUTISM,TRUE,YES,C,NA,NA,NA,NA,NA,NA,TRUE,Developmental,6.684
prominent,BEHAVIOR RESEARCH METHODS,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Experimental,5.953
prominent,BEHAVIOR RESEARCH METHODS,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Experimental,5.953
prominent,BEHAVIOR RESEARCH METHODS,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Experimental,5.953
prominent,BEHAVIORAL AND BRAIN SCIENCES,FALSE,NA,A,NA,NA,NA,NA,NA,NA,TRUE,Biological,21.357
prominent,BEHAVIORAL AND BRAIN SCIENCES,FALSE,NA,B,NA,NA,NA,NA,NA,NA,TRUE,Biological,21.357
prominent,BEHAVIORAL AND BRAIN SCIENCES,FALSE,NA,C,NA,NA,NA,NA,NA,NA,TRUE,Biological,21.357
prominent,BEHAVIOUR RESEARCH AND THERAPY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Clinical,5.321
prominent,BEHAVIOUR RESEARCH AND THERAPY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Clinical,5.321
prominent,BEHAVIOUR RESEARCH AND THERAPY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Clinical,5.321
prominent,BODY IMAGE,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Clinical,5.58
prominent,BODY IMAGE,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Clinical,5.58
prominent,BODY IMAGE,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Clinical,5.58
prominent,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Clinical,8.101
prominent,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Clinical,8.101
prominent,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Clinical,8.101
prominent,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Social,6.92
prominent,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Social,6.92
prominent,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Social,6.92
prominent,CHILD DEVELOPMENT,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Developmental,5.661
prominent,CHILD DEVELOPMENT,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Developmental,5.661
prominent,CHILD DEVELOPMENT,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Developmental,5.661
both,CHILD DEVELOPMENT PERSPECTIVES,FALSE,NA,A,NA,NA,NA,NA,NA,NA,TRUE,Developmental,6.16
both,CHILD DEVELOPMENT PERSPECTIVES,FALSE,NA,B,NA,NA,NA,NA,NA,NA,TRUE,Developmental,6.16
both,CHILD DEVELOPMENT PERSPECTIVES,FALSE,NA,C,NA,NA,NA,NA,NA,NA,TRUE,Developmental,6.16
prominent,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Clinical,7.41
prominent,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,TRUE,NO IMPLICIT,B,NA,NA,NA,NA,NA,NA,TRUE,Clinical,7.41
prominent,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,TRUE,NO IMPLICIT,C,NA,NA,NA,NA,NA,NA,TRUE,Clinical,7.41
prominent,CLINICAL PSYCHOLOGICAL SCIENCE,TRUE,YES,A,Commentary,"Short communications and commentaries occasionally will be solicited to cast multiple perspectives and conceptual views that might advance research or recast findings in a given area of clinical research. Although most of these will be invited, they can also be submitted in response to an article (authors should contact the Editor in advance before doing so to ensure that it has a chance of consideration). As a guideline, these communications should aim for a 3,500-word maximum, inclusive of front (title page) and back matter (references). One table or figure (one-page limit) may be included. An abstract of 100 words is included in the total word limit.",3500,NOT STATED,NOT STATED,NOT STATED,TRUE,General,7.216
prominent,CLINICAL PSYCHOLOGICAL SCIENCE,TRUE,YES,B,NA,NA,NA,NA,NA,NA,TRUE,General,7.216
prominent,CLINICAL PSYCHOLOGICAL SCIENCE,TRUE,YES,C,NA,NA,NA,NA,NA,NA,TRUE,General,7.216
prominent,CLINICAL PSYCHOLOGY REVIEW,TRUE,NO IMPLICIT,A,NA,NA,NA,NA,NA,NA,TRUE,Clinical,11.397
