link,title,authors,journal,publication_year,id
10.1177/1362361319899761,Challenges and contributors to self-efficacy for caregivers of toddlers with autism,"Schertz, Hannah H.; Lester, Jessica Nina; Erden, Emine; Safran, Selin; Githens, Penny",AUTISM,2020,103
10.1016/j.jaac.2020.07.348,A PRIMER ON PHARMACOGENOMICS,"Malik, Salma",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,104
10.1007/s00787-019-01375-9,Home-based parent training for school-aged children with attention-deficit/hyperactivity disorder and behavior problems with remaining impairing disruptive behaviors after routine treatment: a randomized controlled trial,"Nobel, Ellen; Hoekstra, Pieter J.; Agnes Brunnekreef, J.; Messink-de Vries, Dieneke E. H.; Fischer, Barbara; Emmelkamp, Paul M. G.; Van den Hoofdakker, Barbara J.",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2020,105
10.1037/emo0000609.supp,Charting the Development of Emotion Comprehension and Abstraction From Childhood to Adulthood Using Observer-Rated and Linguistic Measures,"Nook, Erik C.; Stavish, Caitlin M.; Sasse, Stephanie F.; Lambert, Hilary K.; Mair, Patrick; McLaughlin, Katie A.; Somerville, Leah H.",EMOTION,2020,106
NA,Exploratory Study on Healthcare Decision-Making Capacity Assessment,"Amaral, Ana Saraiva; Afonso, Rosa Marina; Simoes, Mario R.; Freitas, Sandra",INTERNATIONAL PSYCHOGERIATRICS,2020,107
10.1111/josi.12370,Could Vegans and Lycra Cyclists be Bad for the Planet? Theorizing the Role of Moralized Minority Practice Identities in Processes of Societal-Level Change,"Bloodhart, Brittany; Swim, Janet K.",JOURNAL OF SOCIAL ISSUES,2020,108
10.1037/xge0000617,"Memory Category Fluency, Memory Specificity, and the Fading Affect Bias for Positive and Negative Autobiographical Events: Performance on a Good Day-Bad Day Task in Healthy and Depressed Individuals","Hitchcock, Caitlin; Newby, Jill; Timm, Emma; Howard, Rachel M.; Golden, Ann-Marie; Kuyken, Willem; Dalgleish, Tim",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,109
10.1016/j.chb.2019.08.002,"Reactions to others' misfortune on social media: Effects of homophily and publicness on schadenfreude, empathy, and perceived deservingness","Wei, Lewen; Liu, Bingjie",COMPUTERS IN HUMAN BEHAVIOR,2020,110
10.1016/j.jaac.2020.07.089,AN OVERVIEW OF INTERNET GAMING DISORDER AND OTHER INTERNET-RELATED BEHAVIORAL PROBLEMS: CHALLENGES AND CONTROVERSY,"Atkinson, David L.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,111
10.1016/j.jadohealth.2019.09.004,Tobacco Retail Density and Initiation of Alternative Tobacco Product Use Among Teens,"Magid, Hoda S. Abdel; Halpern-Felsher, Bonnie; Ling, Pamela M.; Bradshaw, Patrick T.; Mujahid, Mahasin S.; Henriksen, Lisa",JOURNAL OF ADOLESCENT HEALTH,2020,112
10.1080/20008198.2020.1767349,Sleep disturbance in post-traumatic stress disorder (PTSD): a systematic review and meta-analysis of actigraphy studies,"Lewis, Catrin; Lewis, Katie; Kitchiner, Neil; Isaac, Samantha; Jones, Ian; Bisson, Jonathan I.",EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,2020,113
10.1016/j.jaac.2020.07.320,SUPPORTING PEDIATRIC PRIMARY CARE PROVIDERS IN ADDRESSING THE NEEDS OF CHILDREN WITH SEVERE AND COMPLEX MENTAL HEALTH CONDITIONS WITHIN THE MASSACHUSETTS CHILD PSYCHIATRY ACCESS PROGRAM,"Sarvet, Barry",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,114
10.1007/s10964-020-01279-x,Burning Down the House: The End of Juvenile Prison,"Hull, Bailey R.",JOURNAL OF YOUTH AND ADOLESCENCE,2020,115
10.1016/j.jaac.2020.07.824,ACHIEVING A CONSENSUS ON THE EFFECTS OF DIGITAL MEDIA ON YOUTH MENTAL HEALTH,"Englander, Elizabeth K.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,116
10.1007/s10964-019-01095-y,Maternal and Family Correlates of Intrinsic Religiosity Profiles Among Low-Income Urban African American Adolescents,"Kliewer, Wendy; Washington-Nortey, Melissa; Salifu Yendork, Joana; Sosnowski, David W.; Wright, Anna W.; McGuire, Kristina",JOURNAL OF YOUTH AND ADOLESCENCE,2020,117
10.1037/tra0000665,"Attitudes Toward COVID-19 and Stress Levels in Hungary: Effects of Age, Perceived Health Status, and Gender","Szabo, Attila; Abel, Krisztina; Boros, Szilvia",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,2020,118
10.1007/s10964-020-01258-2,"Dark Agents, Book One: Violet and the Trial of Trauma","Fradkin, Chris",JOURNAL OF YOUTH AND ADOLESCENCE,2020,119
10.1016/j.jsp.2019.11.002,Stress mindset predicts job turnover among preschool teachers,"Kim, Joungyoun; Shin, Yeoul; Tsukayama, Eli; Park, Daeun",JOURNAL OF SCHOOL PSYCHOLOGY,2020,120
NA,PREVALENCE OF EXTRAGENITAL GONORRHEA AND CHLAMYDIA AMONG YOUTH INVOLVED IN THE JUVENILE JUSTICE SYSTEM,"Mulamreddy, Trisha; Holloway, Abby; Beyda, Rebecca; Oshin, Eno; Benjamins, Laura",JOURNAL OF ADOLESCENT HEALTH,2020,121
10.1016/j.jaac.2019.11.010,OCD and Anxiety: The Annual Review Issue,"Geller, Daniel A.; Althoff, Robert R.; Novins, Douglas K.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,122
10.1037/edu0000412,Learning to Use Benefit-Cost Arguments: A Microgenetic Study of Argument-Counterargument Integration in an Undergraduate Seminar Course,"Nussbaum, E. Michael; Putney, LeAnn G.",JOURNAL OF EDUCATIONAL PSYCHOLOGY,2020,123
10.1159/000505733,Cognitive Remediation Therapy Does Not Enhance Treatment Effect in Obsessive-Compulsive Disorder and Anorexia Nervosa: A Randomized Controlled Trial,"van Passel, Boris; Danner, Unna N.; Dingemans, Alexandra E.; Aarts, Emmeke; Sternheim, Lot C.; Becker, Eni; van Elburg, Annemarie A.; van Furth, Eric F.; Hendriks, Gert-Jan; Cath, Danielle C.",PSYCHOTHERAPY AND PSYCHOSOMATICS,2020,124
10.1037/hea0000878,Spirituality and Depressive Symptoms in a Multiethnic Sample of Cancer Survivors,"Bamishigbin, Olajide N., Jr.; Stein, Kevin D.; Leach, Corinne R.; Stanton, Annette L.",HEALTH PSYCHOLOGY,2020,125
10.1016/j.jaac.2020.07.150,EXPLORATION OF SEXUALITY AND GENDER VIA SEXUALLY EXPLICIT INTERNET MATERIALS,"Mayhew, Amy",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,126
10.1016/j.jadohealth.2020.08.017,Rebound of Severe Alcoholic Intoxications in Adolescents and Young Adults After COVID-19 Lockdown,"Grigoletto, Veronica; Cognigni, Marta; Occhipinti, Alessandro Agostino; Abbracciavento, Giuseppe; Carrozzi, Marco; Barbi, Egidio; Cozzi, Giorgio",JOURNAL OF ADOLESCENT HEALTH,2020,127
NA,"INTRODUCTION AND PROGRESSION OF A ""BREAKFAST AFTER THE BELL"" PROGRAM IN AN URBAN MIDDLE SCHOOL FROM 2016-2019","Wixom, Nellie; Walther, Chelsea; Urbach, Kim; Yussman, Susan M.",JOURNAL OF ADOLESCENT HEALTH,2020,128
10.1016/j.chb.2018.12.013,Modelling MOOC learners' social behaviours,"Sunar, Ayse Saliha; Abbasi, Rabeeh Ayaz; Davis, Hugh C.; White, Su; Aljohani, Naif R.",COMPUTERS IN HUMAN BEHAVIOR,2020,129
10.1037/tra0000562,"Perceived Neighborhood Violence and Crime, Emotion Regulation, an PTSD Symptoms Among Justice-Involved, Urban African-American Adolescent Girls","Sun, Shufang; Crooks, Natasha; DiClemente, Ralph J.; Sales, Jessica M.",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,2020,130
10.1017/S0033291719002836,A role for 5-HT4 receptors in human learning and memory,"Murphy, Susannah E.; Wright, Lucy C.; Browning, Michael; Cowen, Philip J.; Harmer, Catherine J.",PSYCHOLOGICAL MEDICINE,2020,131
NA,EVALUATION OF AN EDUCATIONAL INTERVENTION AMONG PEDIATRIC AND MEDICINE-PEDIATRIC RESIDENTS TO PROMOTE HEALTHCARE TRANSITION PLANNING,"Wiemann, Constance M.; Needham, Heather E.; Jones, Demonica L.; Hergenroeder, Albert C.",JOURNAL OF ADOLESCENT HEALTH,2020,132
10.1016/j.jaac.2020.08.133,RISK FACTORS FOR DELIBERATE SELF-HARM AMONG CHILDREN AND ADOLESCENTS WITH BIPOLAR DISORDER,"Llamocca, Elyse; Bridge, Jeff; Brock, Guy; Axelson, David; Steelesmith, Danielle L.; Campo, John V.; Fontanella, Cynthia",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,133
10.1016/j.chb.2019.106220,Effects of robot-human versus robot-robot behavior and entitativity on anthropomorphism and willingness to interact,"Fraune, Marlena R.; Oisted, Benjamin C.; Sembrowski, Catherine E.; Gates, Kathryn A.; Krupp, Margaret M.; Sabanovic, Selma",COMPUTERS IN HUMAN BEHAVIOR,2020,134
10.1016/j.jaac.2020.07.898,THE LONG AND WINDING ROAD: NAVIGATING FROM CHILDHOOD AND ADOLESCENCE TO ADULTHOOD WITH TOURETTE'S DISORDER,"Greenberg, Erica; Coffey, Barbara",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,135
10.1016/j.jaac.2020.07.517,"ATING DISORDERS IN CHILDREN, ADOLESCENTS, AND TRANSITION-AGE YOUTH: ASSESSMENT, DIAGNOSIS, AND TREATMENT","Derenne, Jennifer",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,136
10.3758/s13428-020-01387-3,Measuring Lexical Quality: The Role of Spelling Ability,"Andrews, Sally; Veldre, Aaron; Clarke, Indako E.",BEHAVIOR RESEARCH METHODS,2020,137
10.1038/s41562-020-0856-3,The cognitive gains of exercise,"Wang, Chun-Hao",NATURE HUMAN BEHAVIOUR,2020,138
10.1002/eat.23356,"Break Binge Eating: Reach, engagement, and user profile of anInternet-basedpsychoeducational and self-help platform for eating disorders","Linardon, Jake; Rosato, John; Messer, Mariel",INTERNATIONAL JOURNAL OF EATING DISORDERS,2020,139
NA,Does one size fit all? Evaluating individual temporal associations between affect and cognitive function in older adults using a single-subject design,"Tieks, Alieke; Zuidersma, Marij; Voshaar, Richard Oude",INTERNATIONAL PSYCHOGERIATRICS,2020,140
10.1037/tra0000583,The Psychological Correlates of Transitional Justice in Rwanda: A Long-Term Assessment,"Caparos, Serge; Rutembesa, Eugene; Habimana, Emmanuel; Blanchette, Isabelle",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,2020,141
10.1016/j.jaac.2019.12.011,The Detention of Migrant Families,"Sidhu, Shawn S.; Vasireddy, Rahul",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,142
10.1037/abn0000481,Autistic Traits and Cognitive Abilities Associated With Two Molecular Causes of Silver-Russell Syndrome,"Lane, Chloe; Robinson, Louisa; Freeth, Megan",JOURNAL OF ABNORMAL PSYCHOLOGY,2020,143
10.1037/ccp0000603,Moderators of Treatment Response to an Intervention for Nonsuicidal Self-Injury in Young Adults,"Andover, Margaret S.; Schatten, Heather T.; Holman, Caroline S.; Miller, Ivan W.",JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,2020,144
10.1007/s11469-020-00352-7,"Personality Traits, Risk Perception, and Protective Behaviors of Arab Residents of Qatar During the COVID-19 Pandemic","Abdelrahman, Mohamed",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2022,145
10.3758/s13428-019-01210-8,Dealing with missing data by EM in single-case studies,"Chen, Li-Ting; Feng, Yanan; Wu, Po-Ju; Peng, Chao-Ying Joanne",BEHAVIOR RESEARCH METHODS,2020,146
10.1002/erv.2815,Avoidant/restrictive food intake disorder: Psychopathological similarities and differences in comparison to anorexia nervosa and the general population,"Canas, Laura; Palma, Carol; Molano, Ana M.; Domene, Lola; Carulla-Roig, Marta; Cecilia-Costa, Raquel; Dolz, Montserrat; Serrano-Troncoso, Eduardo",EUROPEAN EATING DISORDERS REVIEW,2021,147
10.1017/S0954579420001297,Associations between stress reactivity and behavior problems for previously institutionalized youth across puberty,"Perry, Nicole B.; DePasquale, Carrie E.; Donzella, Bonny; Gunnar, Megan R.",DEVELOPMENT AND PSYCHOPATHOLOGY,2020,148
10.1016/j.jaac.2020.07.574,"A GLOBAL STANDARD SET OF OUTCOMES FOR ROUTINE USE WITH CHILDREN AND YOUNG PEOPLE WITH ANXIETY, DEPRESSION, OCD, OR PTSD","Krause, Karolin",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,149
10.1111/cdev.13211,The Me in Memory: The Role of the Self in Autobiographical Memory Development,"Ross, Josephine; Hutchison, Jacqui; Cunningham, Sheila J.",CHILD DEVELOPMENT,2020,150
10.1177/0013916520942601,"Green Building, Green Behavior? An Analysis of Building Characteristics that Support Environmentally Responsible Behaviors","Hamilton, Erin M.",ENVIRONMENT AND BEHAVIOR,2021,151
10.1177/0959353520954314,"Women, sex, and madness: Notes from the edge (Women and Psychology)","Siegel, Jaclyn A.",FEMINISM & PSYCHOLOGY,2021,152
10.1002/da.23074,Attitudes on pharmacogenetic testing in psychiatric patients with treatment-resistant depression,"McCarthy, Michael J.; Chen, Yucui; Demodena, Anna; Fisher, Eileen; Golshan, Shahrokh; Suppes, Trisha; Kelsoe, John R.",DEPRESSION AND ANXIETY,2020,153
10.1159/000505977,Interactive Motion-Assisted Exposure Therapy for Veterans with Treatment-Resistant Posttraumatic Stress Disorder: A Randomized Controlled Trial,"van Gelderen, Marieke J.; Nijdam, Mirjam J.; Haagen, Joris F. G.; Vermetten, Eric",PSYCHOTHERAPY AND PSYCHOSOMATICS,2020,154
10.1111/cpsp.12354,Skills only or comprehensive DBT: That is the question,"Mattei, Stephanie B.; Sposato, Rosanna",CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,2020,155
NA,The effect of ageing in personality and emotions,"Pedro, Catarina; Duarte, Mariana; Jorge, Beatriz; Freitas, Daniela",INTERNATIONAL PSYCHOGERIATRICS,2020,156
10.1177/0956797620905615,The Scent of a Good Night's Sleep: Olfactory Cues of a Romantic Partner Improve Sleep Efficiency,"Hofer, Marlise K.; Chen, Frances S.",PSYCHOLOGICAL SCIENCE,2020,157
10.1007/s00787-020-01471-1,Autism spectrum disorder and attention-deficit/hyperactivity disorder in children with cerebral palsy: results from screening in a population-based group,"Pahlman, Magnus; Gillberg, Christopher; Wentz, Elisabet; Himmelmann, Kate",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2020,158
NA,Symposium title: Behavioral and Psychological Symptoms of Dementia: Novel modes of Treatment and Care Delivery,"Lindsey, Jaclyn M.",INTERNATIONAL PSYCHOGERIATRICS,2020,159
10.1016/j.bodyim.2020.03.006,The association between body appreciation and body mass index among males and females: A meta-analysis,"He, Jinbo; Sun, Shaojing; Lin, Zhicheng; Fan, Xitao",BODY IMAGE,2020,160
10.3758/s13428-020-01444-x,Sensor-based proximity metrics for team research. A validation study across three organizational contexts,"Mueller, Jorg; Meneses, Julio; Humbert, Anne Laure; Guenther, Elisabeth Anna",BEHAVIOR RESEARCH METHODS,2021,161
10.1111/bjso.12421,Essentialism affects the perceived compatibility of minority culture maintenance and majority culture adoption preferences,"Moftizadeh, Nali; Zagefka, Hanna; Mohamed, Abdinasir",BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,2021,162
10.1016/j.jaac.2020.07.108,IMPROVING ACCESS TO BEHAVIORAL HEALTH SERVICES IN IDAHO: A LARGE HEALTH SYSTEM APPROACH,"Pullen, Samuel J.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,163
10.1111/jcpp.13286,Continuity of health anxiety from childhood to adolescence and associated healthcare costs: a prospective population-based cohort study,"Rimvall, Martin K.; Jeppesen, Pia; Skovgaard, Anne Mette; Verhulst, Frank; Olsen, Else Marie; Rask, Charlotte Ulrikka",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2021,164
NA,"GROWTH, MATURITY AND INJURY CHARACTERISTICS IN ADOLESCENT MALE SOCCER PLAYERS: A CROSS-SECTIONAL STUDY","Dut, Raziye; Akgul, Sinem; Ulkar, Bulent; Kanbur, Nuray; Derman, Orhan",JOURNAL OF ADOLESCENT HEALTH,2020,165
10.1017/S1041610220001015,Old age psychiatry services in the UK responding to COVID-19,"Vedavanam, Krishnaveni; Garrett, Dawne; Davies, Nathan; Moore, Kirsten J.",INTERNATIONAL PSYCHOGERIATRICS,2020,166
10.1002/da.23108,Neurobiological predictors for clinical trajectories in fully remitted depressed patients,"Blank, Thomas S.; Meyer, Bernhard M.; Rabl, Ulrich; Schoegl, Paul; Wieser, Marie-Kathrin; Pezawas, Lukas",DEPRESSION AND ANXIETY,2021,167
10.1016/j.brat.2020.103695,Do patients' cognitive therapy skills predict personality change during treatment of depression?,"Vittengl, Jeffrey R.; Clark, Lee Anna; Thase, Michael E.; Jarrett, Robin B.",BEHAVIOUR RESEARCH AND THERAPY,2020,168
10.1177/1948550620942381,Religion and the Development of Character: Personality Changes Before and After Religious Conversion and Deconversion,"Stronge, Samantha; Bulbulia, Joseph; Davis, Don E.; Sibley, Chris G.",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,2021,169
10.1037/edu0000404,Cognitive Predictors of Difficulties in Math and Reading in Pre-Kindergarten Children at High Risk for Learning Disabilities,"Barnes, Marcia A.; Clemens, Nathan H.; Fall, Anna-Maria; Roberts, Greg; Klein, Alice; Starkey, Prentice; Mccandliss, Bruce; Zucker, Tricia; Flynn, Kylie",JOURNAL OF EDUCATIONAL PSYCHOLOGY,2020,170
10.1016/j.jaac.2020.07.463,EMOTIONAL AND BEHAVIORAL COMPLICATIONS OF ANTIDEPRESSANT TREATMENT IN CHILDREN AND ADOLESCENTS,"Walkup, John T.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,171
10.1038/s41562-019-0803-3,Complex economic activities concentrate in large cities,"Balland, Pierre-Alexandre; Jara-Figueroa, Cristian; Petralia, Sergio G.; Steijn, Mathieu P. A.; Rigby, David L.; Hidalgo, Cesar A.",NATURE HUMAN BEHAVIOUR,2020,172
10.1037/hea0000880,"The Positive Affect, Promoting Positive Engagement, and Adherence for Life (APPEAL) Feasibility Trial: Design and Rationale","Wilson, Tracey E.; Massiah, Chanee; Radigan, Rachel; DeHovitz, Jack; Govindarajulu, Usha S.; Holman, Susan; Melendez, Michelle; Yusuff, Jameela; Taylor, Tonya",HEALTH PSYCHOLOGY,2020,173
10.1016/j.jadohealth.2020.06.025,Medical Vulnerability of Young Adults to Severe COVID-19 Illness-Data From the National Health Interview Survey,"Adams, Sally H.; Park, M. Jane; Schaub, Jason P.; Brindis, Claire D.; Irwin, Charles E., Jr.",JOURNAL OF ADOLESCENT HEALTH,2020,174
10.1089/cyber.2020.0370,Mental Health Care Goes Online: Practitioners' Experiences of Providing Mental Health Care During the COVID-19 Pandemic,"Feijt, Milou; de Kort, Yvonne; Bongers, Inge; Bierbooms, Joyce; Westerink, Joyce; IJsselsteijn, Wijnand",CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,2020,175
NA,A step forward understanding the burden on caregivers of older patients with Parkinson Disease - an ICF-based approach.,"Rosa, Marlene C. Neves, Sr.; Silva, Flavia; Reis, Monica",INTERNATIONAL PSYCHOGERIATRICS,2020,176
NA,"SOCIAL MEDIA, FITNESS, AND NUTRITION APPLICATION USAGE AMONG ADOLESCENTS AND ADULTS WITH EATING DISORDERS","Ferrin, Stephanie N.; Rouse, Mary; Shan, Mu; Aalsma, Matthew C.",JOURNAL OF ADOLESCENT HEALTH,2020,177
10.1111/jcpp.13219,Commentary: An updated agenda for the study of digital media use and adolescent development - future directions following Odgers & Jensen (2020),"Prinstein, Mitchell J.; Nesi, Jacqueline; Telzer, Eva H.",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2020,178
10.1037/pspp0000266,You're Still so Vain: Changes in Narcissism From Young Adulthood to Middle Age,"Wetzel, Eunike; Grijalva, Emily; Robins, Richard W.; Roberts, Brent W.",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,2020,179
10.1016/j.psychsport.2020.101756,"Motivational climate, psychological needs, and personal and social responsibility in youth soccer: Comparisons by age group and competitive level","Kipp, Lindsay E.; Bolter, Nicole D.",PSYCHOLOGY OF SPORT AND EXERCISE,2020,180
10.1016/j.jvb.2020.103481,The uncertain state of work in the US: Profiles of decent work and precarious work,"Blustein, David L.; Perera, Harsha N.; Diamonti, A. J.; Gutowski, Ellen; Meerkins, Tera; Davila, Alekzander; Erby, Whitney; Konowitz, Lily",JOURNAL OF VOCATIONAL BEHAVIOR,2020,181
10.1007/s00787-020-01670-w,Health care consumption and psychiatric diagnoses among adolescent girls 1 and 2 years after a first-time registered child sexual abuse experience: a cohort study in the Stockholm Region,"Rajan, Gita; Syding, Sanna; Ljunggren, Gunnar; Wandell, Per; Wahlstrom, Lars; Philips, Bjorn; Svedin, Carl Goran; Carlsson, Axel C.",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2021,182
10.1016/j.jaac.2020.07.349,GENE-MEDICATION INTERACTIONS RELEVANT TO TREATMENT OF PEDIATRIC ANXIETY AND DEPRESSION,"Ramsey, Laura B.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,183
10.1037/xge0000702,Children Flexibly Seek Visual Information to Support Signed and Spoken Language Comprehension,"MacDonald, Kyle; Marchman, Virginia A.; Fernald, Anne; Frank, Michael C.",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,184
10.1017/S1041610220001568,How Taiwan prevented the outbreak of COVID-19: a focus on psychological strategies and measures,"Hwang, Tzung-Jeng; Lin, Yi-Ting; Shen, Lih-Jong; Tang, Liyu; Lapid, Maria I.",INTERNATIONAL PSYCHOGERIATRICS,2020,185
10.1007/s10648-020-09543-z,Test Anxiety and Physiological Arousal: A Systematic Review and Meta-Analysis,"Roos, Anna-Lena; Goetz, Thomas; Voracek, Martin; Krannich, Maike; Bieg, Madeleine; Jarrell, Amanda; Pekrun, Reinhard",EDUCATIONAL PSYCHOLOGY REVIEW,2021,186
10.1007/s00787-020-01552-1,"Physical activity, sleep and neuropsychiatric symptom severity in children with tourette syndrome","Pringsheim, Tamara; Nosratmirshekarlou, Elaheh; Doja, Asif; Martino, Davide",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,2021,187
10.1037/abn0000505.supp,Effectiveness of Emotion Regulation in Daily Life in Individuals With Psychosis and Nonclinical Controls-An Experience-Sampling Study,"Ludwig, Lea; Mehl, Stephanie; Krkovic, Katarina; Lincoln, Tania M.",JOURNAL OF ABNORMAL PSYCHOLOGY,2020,188
10.1002/eat.23377,Group dialectical behavioral therapy for binge-eating disorder: Outcomes from a community case series,"Blood, Lauren; Adams, Gillian; Turner, Hannah; Waller, Glenn",INTERNATIONAL JOURNAL OF EATING DISORDERS,2020,189
10.1089/cyber.2020.0217,Taking a Break from Social Media Improves Wellbeing Through Sleep Quality,"Graham, Sarah; Mason, Andre; Riordan, Benjamin; Winter, Taylor; Scarf, Damian",CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,2021,190
10.1037/pas0000793,Examination of Triarchic Psychopathy Measure in a Sample of Lithuanian Juvenile Offenders,"Laurinavicius, Alfredas; Sellbom, Martin; Klimukiene, Virginija; Wygant, Dustin B.; Laurinaityte, Ilona; Ustinaviciute, Laura; Baltrunas, Mykolas",PSYCHOLOGICAL ASSESSMENT,2020,191
10.1177/2167702620901720,The Application of Network Analysis to Dynamic Risk Factors in Adult Male Sex Offenders,"van den Berg, Jan Willem; Smid, Wineke; Kossakowski, Jolanda J.; van Beek, Daan; Borsboom, Denny; Janssen, Erick; Gijs, Luk",CLINICAL PSYCHOLOGICAL SCIENCE,2020,192
10.1080/20008198.2020.1721146,Fact or artefact? Childhood adversity and adulthood trauma in the US population-based Health and Retirement Study,"Burgin, David; Boonmann, Cyril; Schmid, Marc; Tripp, Paige; O'Donovan, Aoife",EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,2020,193
10.1016/j.chb.2019.106204,Contextualizing privacy on health-related use of information technology,"Park, Yong Jin; Shin, Donghee Don",COMPUTERS IN HUMAN BEHAVIOR,2020,194
10.1007/s11469-019-00197-9,Levels and Patterns of Alcohol Consumption: a Descriptive Study in Ecuadorian Teenagers,"Moreta-Herrera, Rodrigo; Almache-Moya, Anita; Vargas-Espin, Alba; Vaca-Quintana, Diego",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2020,195
10.1016/j.jaac.2020.07.762,HOW THE DESIGN OF THE PRIMATE INCEST AVOIDANCE ADAPTATION IDENTIFIES CAUSAL PATHWAYS TO INCEST,"Erickson, Mark T.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,2020,196
10.1111/apps.12192,"Setting the Foundations for Theoretical Progress toward Understanding the Role of Values in Organisational Behaviour: Commentary on ""Values at Work: The Impact of Personal Values in Organisations"" by Arieli, Sagiv, and Roccas","Maio, Gregory R.; Hanel, Paul H. P.; Martin, Robin; Lee, Allan; Thomas, Geoff",APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,2020,197
10.1016/j.dcn.2020.100753,The relationship between pubertal hormones and brain plasticity: Implications for cognitive training in adolescence,"Laube, Corinna; van den Bos, Wouter; Fandakova, Yana",DEVELOPMENTAL COGNITIVE NEUROSCIENCE,2020,198
10.1007/s10964-020-01280-4,"Trends over Time in Adolescent Emotional Wellbeing in the Netherlands, 2005-2017: Links with Perceived Schoolwork Pressure, Parent-Adolescent Communication and Bullying Victimization","De Looze, M. E.; Cosma, A. P.; Vollebergh, W. A. M.; Duinhof, E. L.; de Roos, S. A.; van Dorsselaer, S.; van Bon-Martens, M. J. H.; Vonk, R.; Stevens, G. W. J. M.",JOURNAL OF YOUTH AND ADOLESCENCE,2020,199
10.1111/bjhp.12467,Psychosocial needs of adolescents and young adults with eczema: A secondary analysis of qualitative data to inform a behaviour change intervention,"Ghio, Daniela; Greenwell, Kate; Muller, Ingrid; Roberts, Amanda; McNiven, Abigail; Santer, Miriam",BRITISH JOURNAL OF HEALTH PSYCHOLOGY,2021,200
10.1080/17437199.2020.1727759,Effectiveness of Acceptance and Commitment Therapy (ACT) interventions for promoting physical activity: a systematic review and meta-analysis*,"Pears, Sally; Sutton, Stephen",HEALTH PSYCHOLOGY REVIEW,2021,201
10.1002/da.23033,Bullying victimization and adverse health behaviors among school-going adolescents in South Asia: Findings from the global school-based student health survey,"Rahman, Md. Mosfequr; Rahman, Md. Mosiur; Khan, Md. Mostaured Ali; Hasan, Mahmudul; Choudhury, Kamrun N.",DEPRESSION AND ANXIETY,2020,202
